,tweet,class,predLabel
462,@_Bammsworld yurp bruh. but thursday we having a liq war !!!,0,2
463,It's my bday so I'm finna turn up,0,2
464,@shelbywatkins10 call me call me call me.,0,2
465,FB FOOL,0,2
466,"Thas why I hate these average faced/bodied broads even more. They take'n up all the fuck'n winners.... while we stuck w/ ugly, fat or broke.",0,0
467,Im out dis bitch!!!,0,1
468,Marble Loaf Cake &gt;&gt;&gt;&gt;&gt;&gt;,0,2
469,Everyone needa vent god damn maybe i needa vent too lls .,0,2
470,She in denial hard \ud83d\ude02\ud83d\ude29 #catfish,0,2
471,Sumbody plz bluetooth me a crankin ass ringtone,0,1
472,Everybody was happy asf when my coach put me in \ud83d\ude29\ud83d\ude02,0,2
473,We poppin bottles. She poppin pills. She gettin thrills.,0,2
474,This girl @xInfamousV__ be thinking she funny lol,0,2
475,I'm sick of phony niggas,0,0
476,havn daa flu &amp; bein pregnant is not wat it is,0,2
477,Nigga  don't knOw when she talking to him,0,0
478,Everybody wanna fuck w Bri today,0,1
479,@Richy_Al28 wish I nigga would like a kitchen cabinet. I would beat em down. Lol,0,0
480,@2KINGJOHN I smacked you in 2k,0,2
481,I ain't answering,0,2
482,With cho pahrched ass,0,1
483,@_dyonna DM your # real quick I gotta ask you sumn,0,2
484,"All my bitches bad, I'm not T.I.",0,1
485,Trynna catfish me or some gay shit,0,0
486,@IGGYAZALEA cant rap but damn u look good lml,0,2
487,Off 4hrs of sleep and now to play football wit da homies,0,2
488,Goodmorning (:,0,2
489,Smdh,0,2
490,cooLin,0,2
491,These niggas dying,0,0
492,Goodafternoon Monday.....I knw everybody wana go bac 2 sleep lol,0,2
493,@JesusCantu23 lmfao it cracks me up that u do it with me.I heard u was sick nikka Hope u feelin better I was gonna bring u some soup&amp;blunts,0,2
494,Ctfuuu Tho,0,2
495,She rather cash ha check den be in some drama.,0,2
496,@mckinleyfreeman morning hun,0,2
497,Somebody text me! Im bored,0,2
498,@Zero_Fuksgivin same ol sht diff day..wat yall got goin on in dha side dha day..,0,2
499,"He prolly got his mouth wide open right now , snoring , drooling and everything . Ctfu",0,2
500,mama nettie told diamond she aint goin no where unless she massage her back \ue412,0,2
501,He was not tryin to fnd a address if u wrre u woulda saw the one behind u in plain sight,0,2
502,Loyalty ..,0,2
503,iFinally sat my ass n the house today \ud83d\udc4f baby steps lol,0,1
504,Don't be retweeting me lil nigga,0,0
505,hdm ? \ud83d\udc8b,0,2
506,Small Circle With No New Niggas \ud83d\udcaf\ud83d\ude4c,0,0
507,"@beegrayter Lmaoo, alright that's cool. Yo ass need to keep the same number in case they call you",0,1
508,"Mama rollin that body, got errry man in here wishin. \ud83c\udfa7",0,2
509,@DloFrummPBlockk u seen my one tweet bout oomf,0,2
510,Got a lil nap in now I'm back up,0,2
511,Malik smith! #jimmerrange,0,2
512,I wanted to ball today I guess niggas don't ball nomore,0,0
513,@CashAlanPerry #sosa,0,2
514,"I got these freaky hoes\nClappin they hands, stompin they feet\nEvery now and then they put they mouth on me",0,1
515,Full af,0,2
516,@Kate_kirkley im just saying not arguing lmao,0,2
517,@Cupid_is_Stupid oh i know boo! its goin down real soon i can feel it your gonna be gettin a phone call real soon,0,2
518,Morning,0,2
519,Itss raining\ud83d\ude29\ud83d\ude29,0,2
520,YOU promise something I thou you spouse too KEEP it,0,2
521,@LeLeLexiny yep! Listen what u doin this evening at 730pm?,0,2
522,Sooo hungry! I'm thinkin @DelTaco for lunch!,0,2
523,#FreeDennisJames #FreeJLuDollaz keep y'all head up !!!,0,2
524,Oh boy by camron &gt;&gt;&gt;&gt;,0,2
525,"can't trust these niggas, getcho money first..",0,0
526,Niggas think yall know me. Well you can keep thinking because u never will,0,0
527,2K14 gone go hard af.!! Can't wait til it comes out.!!\ud83d\ude01\ud83d\ude01,0,2
528,@KCTHAREALIST Nigga da fuq did you just retweet?!,0,0
529,Keep pushin keep strivin,0,2
530,Where you goin Manu?? lol,0,2
531,@LesleeRoewe thats the shit im talkin about.,0,1
532,If It Ain't $$$ IDK What The Topic Is.,0,2
533,I need to hear her voice I'm sorry just call me I really need to talk to yu for real boo,0,2
534,Kirko Bangz ft August Alsina - Rain down. Ohh boy. &lt;3,0,2
535,Blah Blah Blah Blah Blah. STFU.,0,2
536,i always catch someone wen they lie to me \ud83d\ude0f\ud83d\ude02 im good at that lol,0,2
537,yal love retweeting hoes into my tl.,0,1
538,Gotta wash clothes &amp; clean my room...shit a mess,0,1
539,@FearNo__Evil Fb ?,0,2
540,Shid ill have him one..,0,2
541,Call me. \ud83d\ude09,0,2
542,@shannen_says 0N DAT GRiND \u00b0\u2022\u25cb\u25cf~,0,2
543,If you ont see me wit em everyday.. Most like iont trust; SO FUCK EM\u2757\ud83d\ude0e\ud83d\udc4c\ud83d\udcaf\u2714,0,0
544,@Ohailizzy get yo ass over here,0,1
545,Who wanna play ruzzle with me.\nRashad.H.53 is my name leggo...,0,2
546,"Imma worry bout me, give a fuck about you",0,1
547,We ain't gone never end..,0,2
548,My rents stay stressing on some real levels,0,2
549,"\""@kylewilson15: S/O to my nf @officialdjdowns\""\n\nDJ is good peoples...Badass more like!! :0)",0,2
550,Im just tryna get away,0,2
551,\ud83d\udc48 smooth operator \ud83d\ude0e,0,2
552,@Bolu_Owo lol hey fam. Wassup,0,2
553,I'm tryn smoke some jones,0,2
554,@taylor_king13 dang fatso\ud83d\ude22,0,2
555,@OneFuhThaMahni lol i bet your lil high ass do get drunk and go to laughing at every &amp; anything...but i slick miss it too....#classic,0,1
556,@Jose_Tisc24 Get outta here!!! Lol,0,2
557,She got a donk!,0,2
558,@nelaj_ma_i Georgia,0,2
559,I never seen that \ud83d\udc31 bruh but her mouth tho is terrific,0,2
560,Ma ma ma ma ma ma mad mad,0,2
561,@_ErythangA1_ lol I love you lol kuz but I'm Tryna do my boo ctfu soon,0,2
562,Shake some booty and turn around \ud83d\udc83,0,2
563,P.M.L to all my B.O.S niggas,0,0
564,@YOUNGIN_KOBY hell yeah!,0,2
565,"\""@Donttripboutme: Damn I hate dry season. Tryna get doed\"" you need to stop already! Lol",0,1
566,@uptownpablo yeah ard lol,0,2
567,fuck dat nigga name @YGStackz_,0,0
568,"My lip gloss be poppin, my lip gloss be cool",0,2
569,Stengy mf,0,2
570,@D_maGic32 lol nigga WHATEVA ',0,0
571,fuck these niggas fuck these bitches,0,1
572,Aye kie ..,0,2
573,@CydP14 HURRY UP CYDNEY,0,2
574,Cant trust no nigga or hoe. Close your circle and keep it closed,0,1
575,Boaa its sooooo mfn boring,0,2
576,"Ecstasy,shrooms,blow, dro, hoes whatever you like.",0,1
577,Good Nite,0,2
578,@_TeePreme \ud83d\ude02\ud83d\ude02\ud83d\ude02 cho ass up,0,1
579,Ya boy hongry,0,2
580,@SiddityChick_ lemme find out you at the rec hoopin too lol,0,2
581,i hate thots,0,2
582,Retarded ass Jordan.,0,1
583,@LindaEnvy no n u dnt know that,0,2
584,Focused on my plan,0,2
585,Hop off my dick.,0,2
586,Damn my stomach is fucked up ..,0,1
587,"Gotta have a playa's mentality, don't get caught up with feelings.",0,2
588,HIGH ASF BRUH,0,2
589,@b_shelzz ctfuuu #GoIrish \ud83d\ude02\ud83d\ude02,0,2
590,\u201c@briashleyy: real niggas come first kuz we was made to respect \u261d\u201d truuu,0,0
591,I seen somebody get body before,0,2
592,Anybody ! Lmao,0,2
593,We Eatin GOOD Toniteee !,0,2
594,Busta Rhymes-Thank You\u2661,0,2
595,damn boi you look good with that blunt in your mouth,0,1
596,Ughh tf,0,2
597,Af otl,0,2
598,Chanchito calling this chick Puffy Combs,0,2
599,"menace II society , yasssss",0,2
600,@QuannyBMPZ wyd,0,2
601,come find mines for me .@_SuckMyVIBE,0,2
602,@SpikedChocolate for everybody to see...,0,2
603,@HeyImGayGay nun STRANGER.... U dont be hittin nobody up nomore,0,2
604,"Miss America, Petty Thoughts!",0,2
605,Tears I cried night &amp; day but Im gone to Trust you Anyway \ud83d\ude4c #ALLAH,0,2
606,@NajaMingLEE I got u lol \ud83d\ude01,0,2
607,Pandora on some freak shit!!,0,1
608,Im faithful &lt;3,0,2
609,@__nissyXOXO lol aww lil cuh love,0,2
610,Up ... Blunts and 2k,0,2
611,@NO_Trespassinq lol Heyyyyy Kia Baybeeeee,0,2
612,Tell A Hater U Said FCK U!,0,2
613,Catfish &gt;,0,2
614,My attitude just got fuckd up in 3.5 secs,0,2
615,My nigga @The1AndOnlyAKE back home from basic training i know he got some funny as stories for me 2 hear,0,0
616,Yall bouta go back to school and have referrals waiting for you cause of all the shit talking about ms fye on here \ud83d\ude02,0,1
617,Get that gangsta shit off of my feed...,0,1
618,Can't talk to a girl till she cut out the niggas already in her ear.,0,0
619,Damn quan 2nd year ina row,0,1
620,I gotta lotta pics I neverrrrr remember having? Lol.,0,2
621,@Hoes_ForDays MY FUCKINGGG BOYYYYYY !!!!!!!! what you say ? lol,0,2
622,"\u201cReal niggas don't expose chicks after something goes wrong, they don't tell their business period. Only bitch ass niggas do that bullshit\ud83d\udcaf\u201d",0,0
623,PREACH IT! @MarcusDWiley. You ain't gotta go back but you've got to give back! Yes sir doc!!! You done made me holla in my car!,0,2
624,@miamitokyoPARIS I be so bored son I gotta Fuck wit people lls,0,1
625,"Ima keep it honest, I'm so tired of bein suttle",0,2
626,Love messing with Botta #pause,0,2
627,@NYRadamanzz @_mush___ u need it u got it,0,2
628,Shawna need to hurry up !,0,2
629,@JalenWeber_ramd bout to lock them thangs up cause you and @sg_TNG,0,2
630,Bout to see what this shower be like,0,2
631,Missing my othaa halff,0,2
632,"Jamming my main bitch on a pill up like a jump she ready to hunt , we on staticky mode rite now",0,1
633,Somebody come thru wit a blunt real quick,0,2
634,Got get my priorities straight.,0,2
635,On The Phone Choppin It Up With My Brother.,0,2
636,I think Ima make me &amp; my mommy some breakfast.,0,2
637,Finger a bitch wit my trigger finger,0,1
638,Mindful eating.,0,2
639,I.swea I cant NEVER leave wrk on time ! &lt;&lt;&lt;&lt;,0,2
640,@____bmw fb,0,2
641,@_xmissxmosley lol man f you lol,0,2
642,@mellifluous8 wife us up tho,0,2
643,@Bruhman_ItsJB GoodMorning JB \u26c5\ud83d\udc4b\ud83d\ude0a,0,2
644,"All these girls be tweeting bae this baby that.. But they \""baby\"" be like runner this thot that \ud83d\ude02\ud83d\ude02..",0,2
645,we still gotta another dayyyyy.,0,2
646,Lmaoooo at quez dm . &gt;,0,2
647,"Who wanna get fucked up \n(I do, I do) \nWho wanna get fucked up \n(I do, I do) \nWho wanna get drunk \n(me) \nWho wanna get drunk",0,1
648,@ayodreadhead I'ma be down there next week. Thats IF he bring me thru cause we don't fuck off.,0,1
649,"Now i cant do shit to my hair, wit out no flat iron",0,1
650,"@PamelaGardner8 Quick, hit the pause button! (Not that easy?)",0,2
651,Never do anythin bt complains abt everything &lt;&lt;&lt;,0,2
652,I used to steal tips off da table when I went to eat when I was a kid.. they aint eeen knowww....,0,2
653,I love bangin doughboyz,0,2
654,@youungzoo_ ik ik but tell him ur in a lot of pain!!!,0,2
655,Welp prolly driving Yona an Rocc around while they smoke smh,0,2
656,"\""@LilBeasley_Hbe: Shit dead nobody up\""fr doe",0,1
657,@EJP_xo lol hush,0,2
658,@Dreamt_ofSuzyQ girl he need to hush,0,2
659,Y'all know I'm deep up in the cut,0,2
660,Might be slipping gotta tighten up!,0,2
661,Wyd polo,0,2
662,Fuc dese hoes thy anybody bitch #GOTTI,0,1
663,Glad I made it out wit my niggas,0,0
664,D\u00e1maso #lt,0,2
665,cant wait till tht movie mama come out...,0,2
666,Hate petty as fee that b dying for attention #yall sum thristy ass hoes,0,1
667,So Imma keep on fuckinnnnn like I love this bitchhhhhh,0,2
668,"\""@RodrickRourk: Ima throw this money while u do it with no hands\"" ayyeee",0,2
669,Ain't gotta worry bout em goin bck repeatin what I say or be on the same ass bs these hoes be on day to day!,0,1
670,"\""@FvckWith_Sheeed: #oomf back then &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; #oomf now &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;\""",0,2
671,"\""@ThatShitDree: I need a trippy chick to be my co-pilot.\"" vice versa.",0,2
672,They still say headass and shit,0,1
673,@duckfacealex @_LilZach_ you better not e talking bout me BITCH,0,1
674,@yoyoerx gotcha,0,2
675,An if you ain't getting no money what df you speaking for,0,2
676,@gnuman1979 yea I've always been a big ole strapping girl as they say here. Lol,0,2
677,* Gucci Mane x Off The Leash #Ayeeee !,0,2
678,"\"" cause they damn sure aint talking to me. Lol. They suck\ud83d\udc4e\ud83d\ude12 \""",0,1
679,But y'all look at Kirstin still scrolling lol,0,2
680,@sabrei_neace get it guhhh,0,2
681,Oomfs need to tell her friend to Drop em off At my crib NOW !!!!,0,2
682,Own da hood doe -_-,0,0
683,aint nun but a G thanng,0,2
684,@JuliaMcColligan finee I guess u can be my only bff,0,2
685,I swear I got 99 problems but a nigga ain't one,0,0
686,Ex Girlfriends In My Call Log Tellin Me To Come Hit Like Wallball ..,0,2
687,Females is OC I'm def a virgin til marriage,0,2
688,@Fagatron_5000 u still goin,0,2
689,@JaiBrooks1 your blowing up my phone with all these tweets!!,0,2
690,"@LachlanLoldFord ya know, shit happens!!",0,1
691,I guess u gonna keep over stepping ur boundaries #outOfPocket,0,2
692,@JohanRatedR mines 10mins away from my house\ud83d\ude0a,0,2
693,@MidNytRose24 good night n stay blessed,0,2
694,@MusicOf_Life Avi &gt;&gt;&gt;&gt;&gt;&gt; Can't Tell Me She Ain't Bad Boooy!,0,2
695,@alex_soriano15 lol she's not never oomf tho,0,2
696,Niggas harsh,0,0
697,"\""@iAmMalcDogg: \""@Lord_Lana: @iAmMalcDogg,  yeeeen slick lol\""What ya mean?\""you seduced her ...&amp; with your name too .. you running game",0,2
698,Cheif keef might be slick slow but he done murked a nigga before for tlkin shit...,0,1
699,throwww it in bagg,0,2
700,\u201c@ChunkyButt__: Mushy shit jumpin in her leggings ;) Juhurrrr lolll\u201d Rightt lol,0,1
701,"@GoDjHavoc whats the name of that song \"" i dont give a fck about yo gal or wifey or yo boo?\"" or who sings it",0,2
702,If iiiiii ain't got nothing. I .. Got YOU!!!,0,2
703,Hold on let me turn up,0,2
704,@YungTreeBranch I see you grinding bro \ud83d\udc4c future Trojan lol,0,2
705,\u201c@SneakerGawdess: @TORayee Tell Em Stop Worryin About You &amp; Get Their Money Up. \ud83d\udcb0\u201dthat's what they need to do shit,0,1
706,In lame chess. We aint talkin about... anything besides cod,0,2
707,Oomf should kik me,0,2
708,"@SouldashX Xav...... Go back to hollerin at yo \""twitter bitches\""",0,1
709,Imma be on the next left #immabe,0,2
710,Ill take skinny bitch if her titties new,0,1
711,Westbrook is ass,0,1
712,@Gods_Solider idk we gne link up its @ 9 i think bt its 2 cuz,0,2
713,Fuck u and yo miserable ass bro To,0,1
714,I'm real mad they didn't let me in,0,2
715,I need some new fuckin chucks,0,1
716,I ain't even speaking ur name so just keep my name outta your mouth and we can keep it the same.,0,2
717,Still no IG DMs \ud83d\ude11\ud83d\ude11\ud83d\ude11,0,2
718,#oomf &gt;&gt;&gt;&gt;&gt;,0,2
719,big ass dog!,0,1
720,@meaganSEWgood_ u knew that. what u got up?!,0,2
721,It be the same folks up every night. Salute #SSU17 #NoSleepGang,0,2
722,Gotta keep my head up &amp; my eyes open lol I can't go to sleep,0,2
723,"\""@_JayeSHIT: Hey\""hey boo",0,2
724,Heyyyyyyyy Baby!!! \ud83d\ude0a\ud83d\ude0a\ud83d\ude0a\ud83d\ude0a\ud83d\ude18\ud83d\ude18,0,2
725,@Locawendi lmao naw imma be ight,0,2
726,Wake up to some bullshit ?  Nah iont pay attention to that shawty,0,2
727,Ima keep shinin till the day the reaper call me,0,2
728,How can u love someone u don't hav OR never had a title wit but #IJS,0,2
729,Kee on one!,0,2
730,Ite #hungry i want ihop #pancakesfordays,0,2
731,The shit he told me,0,1
732,seven grams of some grandaddy,0,2
733,@mikeleonard7 FUck u you said u were coming,0,1
734,He better Glo up,0,2
735,wanna argue ok that's good argue with yo self then tell me about it later,0,2
736,Niggas saving hoes\ud83d\udc6f need to be saving money\ud83d\udcb5\ud83d\udcb5\ud83d\udcb5\ud83d\udcaf,0,1
737,these niggas ain't for you,0,0
738,@Stp_Plyin_Isaac jst hml,0,2
739,PPL SEEM TO ALWAYS DO DUMB SHIT WEN IM HIGH,0,1
740,Nawh,0,2
741,Yoooo @iGrynd_K9 lol my fault I dipped n shit dis nigga ain't wanna drive bak to o I was stuck lol,0,1
742,Im punch his  ass df who takes dis long.....,0,1
743,Im not social in these social networks...,0,2
744,@Dave_cx dey cute doe,0,2
745,"Being a LSU fan, hating anybody that fucks with Bama is normal.",0,1
746,#JamaicanLyricsYouLikeToScream Popcaan ah di only man she want !!!,0,2
747,Ray still got it.,0,2
748,Ah nigga say he would hold you down but would he really blast ?,0,0
749,Lmfao midget Strippers,0,2
750,"shit real, shit been real and shit just get realer",0,1
751,"He speaks the truth \""@the_ironsheik: Sallie Mae dumb bitch\""",0,1
752,Bout 2 b omw 2 #Baltimore,0,2
753,"He Cut My Hair Done ,",0,2
754,my nigga on my left side!,0,0
755,Lol Slugg ! ???,0,2
756,Me and @_aceboogiee in this hoe turnt up lol,0,1
757,"Ion know, they too much trouble.",0,2
758,\ud83d\udc48 low key \ud83d\udd10 cause ppl talk TOO much \ud83d\ude0e,0,2
759,Royals ain't on shit,0,1
760,Ballin,0,2
761,ima mind my business \ud83d\udc81,0,2
762,Just woke up to some sap love shit on my tv &lt;&lt;,0,1
763,nigga bout to turn up n a few,0,0
764,@Imsopriceliss bro u need to be n the Mill right now...,0,2
765,I'm tryna go home man,0,2
766,Im sooooo sleepy bt Im up ..funny,0,2
767,GOOD MORNING EVERYBODY,0,2
768,#RHOA &lt;3333,0,2
769,Otp with neasey arguing bout a damn phone,0,1
770,@xiMagzx lol u must be playin hydro,0,2
771,"@Schwaggin_ @embrownnnnn wiz tryin to get cap space. They can resign Barbosa for better contact than he had b4, if not..more money for FA",0,2
772,Thirsty niggas got cotton mouth,0,0
773,"\u201c@MixedGirlBarbie: Juvenile \""back that ass up\""\u201d@ANGIE_rod9",0,1
774,@jazzyf7 cuffin season thought u knew,0,2
775,Ain't worried bout nothinn,0,2
776,Momma always told me.. \u201dBoy Count Yo Blessins\u201d \u00ae,0,2
777,"Ugly Pucci, bit its fye tho bol",0,2
778,@HMillionz lmao u see this fool,0,2
779,@xoxxxoooxori u goin??,0,2
780,How you not responding to childish shit but y'all is the real should oath ones !! Cause y'all just talk no action !!,0,1
781,Ganging up on me &amp; shit,0,1
782,Im about too go get some,0,2
783,Me myself and i snd thats how im gone keep it,0,2
784,Smh at these petty as hoes,0,1
785,Let me see that ass clap. \ud83d\udc4f\ud83d\udc4f\ud83d\udc4f,0,1
786,Savanna wake tf upp nigga (:,0,0
787,Gettin tatted tommoro \ud83d\udc89 #InkednTatted,0,2
788,@BrysonAdair I'm bouta be outside for my plate,0,2
789,Lawd I dnt want kids eeeeveeerrr,0,2
790,@DiMply_AmAzInG somethin might bite me lol,0,2
791,"\u201c@x_BBO: I loveee , seein people &amp; relationships thats happy &amp; tight af. But its ALWAYS that ONE hater that try to fuck up a happy home.\u201d",0,0
792,@HeavenOrViri cum ova!,0,2
793,"From sun down to sun up, b bout ya come up. You wake up to get ya cake up, b bout ya paper ..",0,2
794,@_ForeignBuckss \ud83d\ude02\ud83d\ude02\ud83d\ude02 Iont even like feet im fuckin witchu,0,0
795,"Fwm , birches.",0,2
796,Salute me or shoot me,0,2
797,@Whala_Magic chill out man don't do him like that lol U JUST DON'T NO WHAT TO DO.....SMH,0,2
798,Oooo his leg snapped,0,2
799,@G_flores15 @Meagan_ straight exposed her bruuuuuh,0,2
800,@RopeIsDope not like that but I got love for everybody an tell ur friend to get off my \ud83c\udf4c please lol an u know who I'm talkin bout,0,2
801,"Swing ya arms from right to left, dip and hit the DaeDae Lean ayeee !!!",0,2
802,"\""@PrincessLuPerez: Hope he treat u bettttaa.  Sike, I hope he do you WORST.\"" CTFU",0,2
803,@Juicy__A lol they said that??,0,2
804,she sayed paris im bout to cum i sayed im cumin witchuu,0,2
805,Somebody tell Rakell to shut her ass up please ..thanks,0,1
806,@smokahontas_14 smh lol,0,2
807,Bring Urself Ova &amp; We Can Help Each Other Get To Bed Nice Nd Peacefully ...,0,2
808,at least she didn't do it cause she was bored tho ..,0,2
809,\u201c@DeanoRcaat: I just caught this girl sucking an imaginary dick lmao funniest shit ever.\u201d Lmfaoooo  \ud83d\ude29,0,1
810,Ctfuu hungry A'F,0,2
811,........ ..... .......... .....  .......,0,2
812,Juss got Homee,0,2
813,Im hungry af tho : /,0,2
814,Damn I was late as hell fell into a deep sleep last night smh and still got da store open in 15 mins damn I'm good!,0,1
815,Gone gone gone never coming home my babies gone.,0,2
816,Fuck yo opinion.,0,1
817,Huh nigga what give a fuck nigga whaaaaat,0,0
818,Tf she text me for???,0,2
819,@gottahavefaitth yall are together? Texxt me!!,0,2
820,"\""@Sydvisious_: Niggas that really got it &amp; can flaunt it&gt;\""like me lol",0,0
821,Jeremy dont play lmaoo,0,2
822,#WHODAT,0,2
823,Low-key jealous.,0,2
824,I ain't got time for no time off,0,2
825,"Watching lil wayne takeover , I love him ! So much !!",0,2
826,"That Nigga Wanted To Go, I Was Tryin To Get Im My Zone!!",0,0
827,Investments got me broke,0,2
828,@_xoxogisselle dm me lmfaoo,0,2
829,Im Just In My Zone I Call That Shit The Calm,0,1
830,Lmaooo this broad has on some white/red answer 4s. Stop it lol,0,2
831,Bout to go work,0,2
832,Got that #GTAV nigga. You know I'm finna turn up.,0,0
833,Gia walking around actin like she grown =( babes is growin up too fast!! #feelingold,0,2
834,pussy pussy pussy marijuana,0,1
835,Sosa had that hoe live!,0,1
836,Oomf should \ud83d\udcf2,0,2
837,Twitter wack,0,2
838,Shoppin with da momma n sis #Yeahbuddy,0,2
839,Good morning twitter,0,2
840,\u201c@_dshantel: \u201c@_HerMeanAssss: Bugg ugly ass need to come home\u201d why bruh\u201dI'm bored B lol,0,0
841,Keep the 40 neva lackin,0,2
842,Had to go to dha hair store,0,2
843,were I'm from we don't call Em golds we call em trophys,0,2
844,Got ya ankles boyoyoy landed hard as hell bouta split ya chin foh,0,2
845,Why is my lil cousin listening to Ray J ? I think she Tryna piss me off.,0,2
846,Counting money \ud83d\udcb0smoking some \ud83d\udeac,0,2
847,"\""@yaboybillnye: girl r u a 90 degree angle cause u look right u feel me??\""",0,2
848,@Will_F4 Im down,0,2
849,@ynonz21 lmao ard,0,2
850,@GB_chillin don't let these hoes get you down bro .,0,1
851,@jesshammill answer da phonneeee,0,2
852,@dopestlifee smh \ud83d\ude12,0,2
853,My Avi &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,0,2
854,@ITSSHOTiMEdUh yea imma ride down and see wassup,0,2
855,I don't care he got me bent,0,2
856,Anybody wanna text ? I'm bored ..,0,2
857,K.O time \ud83d\ude34,0,2
858,"\u201c@CaveMann_06: \u201c@iGOTcurlyHAIR: \u201c@CaveMann_06: Wats Goin On , On IG Dey Jus Givin S/0 ..\u201d the world finna end\u201d| ii Hope Afta Ma Bday ..\u201d",0,2
859,I Ain't Really Hungry Today!,0,2
860,How could u say sometimes people wont leave u alone but u constantly hit my phone smh,0,2
861,@TerryTee lol nah she ain ready yet,0,2
862,@Adot_95 yess bro we gotta reunite!!,0,2
863,Smh he lazy y'all,0,2
864,Dozing off,0,2
865,"idgaf how long you been with that nigga, if he's got hoes you ain't no wife. he got them &amp; you? All yall his hoes.",0,1
866,Cooling watching all about the Benjamin's,0,2
867,left my fukkin house key in Coya car.!,0,2
868,But she wont hit her thooo,0,2
869,Sneak Dodson on twitter a getchu wacked in public,0,2
870,@MegannnMercado @joshfleak real shit! I'm right there witcha man lol,0,1
871,Stay Outta My Business,0,2
872,"&amp; that big ass in that sundress, ooh \ud83d\ude0d",0,1
873,Why niggas gotta foul D12 like they in a UFC match? Blow the fuckin whistle,0,0
874,Salisbury always wanna scrap after games....why?\ud83d\ude15\ud83d\udc4a\ud83d\udc4a\ud83c\udfc8\ud83d\ude12,0,2
875,@_chunk_ im here,0,2
876,@briannalawsonn YASS DKDKDKKD,0,2
877,Awhh. She moved her head on my shoulder.,0,2
878,I jus seen sumbody tho,0,2
879,"AIN  GOT TIME TO BE FUCKING NO NIGGA, I'M TOO BUSY FUCKING MY MONEY",0,0
880,@VaFree757 lol I meant get me n trouble,0,2
881,Got The 45 In My Pocket I Aint Gone Show It Until I Have To Pop It,0,2
882,Sheesh i guess my argument was valid UR FUCKIN UP,0,1
883,Gucci mane type like his cats walkin on his keyboard.,0,2
884,Ineed a car..!,0,2
885,@AyeeBeeThoo Damn bro lol its all good.. Ima cum threw spring break!! Is it jus abdi or Gas here too ??,0,1
886,Cause Im bored.,0,2
887,Never know Robbin got that shit 2 #SaveJuicy2013,0,1
888,You mad AF cuz you can't even get out the house,0,2
889,\u201c@Osama_BinFuckin: Nigga let me get a check I'm finna make this trip back to Phoenix\u201d holla at me when you touch down here.,0,0
890,@I_Am_The_Joe bitch stop retweeting my shit,0,1
891,Arsenal time weeye fuck them man city we got dis lets go \ud83d\udd2b\ud83d\udd2b\ud83d\udd2b\ud83d\udd2b,0,1
892,El oh el U feelin like u want sum,0,2
893,Me &amp; my nigga bird gonna be Arkansas together doe but im we going to different colleges prolly,0,0
894,Them Kd's hard asf,0,2
895,My daddy just pusses me tf off ! I swear I don't wanna talk to him nomore \ud83d\ude21,0,2
896,@Electric_Jay N/F,0,2
897,@Action_Brandon got em,0,2
898,Black opps though ...,0,2
899,Damn calm down sh!t dude!!!!!!,0,1
900,Deff not fuckin wit bruh no more \ud83d\ude45,0,1
901,Like she gone see tomorrow when she slide thru,0,2
902,@Dylan_Parker15 stay hating on bron bron huh ;),0,2
903,I'm already knowin but juss not gon say shyt about it lol smh crazy,0,2
904,\u201c@LaNinoFresco: Let me call Brianna back before she get in her feelings\u201d Yes! Do that! Hell I'm lonely.,0,2
905,@mayakins_ u welcome&lt;3,0,2
906,"ahahaha ,, hell naw .",0,2
907,"*screaming*\n\""Ope, somebody's been killed.\"" #millerchristmas",0,2
908,@HisKEEPER27 no cause yu be tryna ply me in class nigga nd I ant noe!  I feel lyk we gettin set up boi lol,0,0
909,Yaup im fucked lol,0,1
910,I need another Fuckn car charger,0,2
911,bitch,0,1
912,Ig im ova it now !?!,0,2
913,Ayyyyeeee lol,0,2
914,@YoDataSaid yeaa fuck that lol,0,1
915,"I still been drinkin on the low, mobbin on the low, fuckin on the low, smokin on the low",0,1
916,#HEATNATION,0,2
917,\u201c@Cuhsondraaa: Why do bitches that don't like me continue on liking my IG photos? like girl bye!\u201d I see that shit,0,1
918,Wanna smoke w me? \nWe always talked about anyway lol,0,2
919,neva said datt to a girl before..  hmm lol,0,2
920,Lowkey tired,0,2
921,@Boss_trillDaddy  morning how r u doing,0,2
922,Jokes on y'all not me.,0,2
923,Ima get some cleats soon tho nd ima beast on yah niggas jkjk I suck,0,0
924,I HATE Bill Walton's voice .. Shut your old ass up nigga .. \ud83d\ude12,0,0
925,S/O da big homie @FatMoney_h2dg... Been rockin with him since da old Whittier,0,2
926,Nehhflihhh cuhhh,0,2
927,Guess I'll go out with these hoodlums 2night,0,2
928,@BeelowKnows couple tracks deso,0,2
929,Grown Ups 2\u20e3,0,2
930,"Im jus playin I dont do that shit. Only drink n smokin, drink n smokin, I'm high for sure\ud83d\ude0e\ud83d\ude1d\u2708\ud83c\udf7a",0,1
931,Damn that shit crazy. On my daddy BET!!!,0,1
932,Call j up n close that deal,0,2
